Epoch: 1, train_l: 91.8164, train_a: 0.1046, val_l: 62.8243, val_a: 0.5767, time: 33.0596
Epoch: 2, train_l: 78.2373, train_a: 0.4611, val_l: 50.0044, val_a: 0.7767, time: 29.7105
Epoch: 3, train_l: 69.5038, train_a: 0.4997, val_l: 41.9335, val_a: 0.9333, time: 29.5743
Epoch: 4, train_l: 63.4358, train_a: 0.5809, val_l: 36.8237, val_a: 0.0000, time: 29.6332
Epoch: 5, train_l: 59.4423, train_a: 0.4444, val_l: 35.4350, val_a: 0.0000, time: 29.6252
Epoch: 6, train_l: 57.6032, train_a: 0.4444, val_l: 35.3300, val_a: 0.0000, time: 29.5782
Epoch: 7, train_l: 56.6455, train_a: 0.2559, val_l: 35.6135, val_a: 0.9967, time: 29.5257
Epoch: 8, train_l: 56.0280, train_a: 0.5505, val_l: 35.8214, val_a: 1.0000, time: 29.6278
Epoch: 9, train_l: 55.5136, train_a: 0.5556, val_l: 36.0436, val_a: 1.0000, time: 29.6789
Epoch: 10, train_l: 55.0726, train_a: 0.5556, val_l: 36.1008, val_a: 1.0000, time: 29.5296
Epoch: 11, train_l: 54.6769, train_a: 0.5556, val_l: 36.0855, val_a: 1.0000, time: 29.5789
Epoch: 12, train_l: 54.3167, train_a: 0.5556, val_l: 35.9462, val_a: 1.0000, time: 29.5105
Epoch: 13, train_l: 53.9794, train_a: 0.5556, val_l: 35.7898, val_a: 1.0000, time: 29.4617
Epoch: 14, train_l: 53.6690, train_a: 0.5556, val_l: 35.6029, val_a: 1.0000, time: 29.4970
Epoch: 15, train_l: 53.3822, train_a: 0.5556, val_l: 35.4423, val_a: 1.0000, time: 29.5960
Epoch: 16, train_l: 53.1020, train_a: 0.5556, val_l: 35.2628, val_a: 1.0000, time: 29.5692
Epoch: 17, train_l: 52.8332, train_a: 0.5556, val_l: 35.0887, val_a: 1.0000, time: 29.7216
Epoch: 18, train_l: 52.5839, train_a: 0.5556, val_l: 34.9511, val_a: 1.0000, time: 29.5375
Epoch: 19, train_l: 52.3335, train_a: 0.5556, val_l: 34.8233, val_a: 1.0000, time: 29.5718
Epoch: 20, train_l: 52.1160, train_a: 0.5556, val_l: 34.7407, val_a: 1.0000, time: 29.6423
Epoch: 21, train_l: 51.8943, train_a: 0.5556, val_l: 34.6543, val_a: 1.0000, time: 29.5708
Epoch: 22, train_l: 51.6819, train_a: 0.5556, val_l: 34.5890, val_a: 1.0000, time: 29.6501
Epoch: 23, train_l: 51.5060, train_a: 0.5556, val_l: 34.5475, val_a: 1.0000, time: 29.5501
Epoch: 24, train_l: 51.3181, train_a: 0.5556, val_l: 34.5051, val_a: 1.0000, time: 29.5901
Epoch: 25, train_l: 51.1723, train_a: 0.5556, val_l: 34.5202, val_a: 1.0000, time: 29.5742
Epoch: 26, train_l: 51.0223, train_a: 0.5556, val_l: 34.5176, val_a: 1.0000, time: 29.5883
Epoch: 27, train_l: 50.9028, train_a: 0.5556, val_l: 34.5313, val_a: 1.0000, time: 29.6102
Epoch: 28, train_l: 50.7780, train_a: 0.5555, val_l: 34.5565, val_a: 1.0000, time: 29.5687
Epoch: 29, train_l: 50.6837, train_a: 0.5555, val_l: 34.6089, val_a: 1.0000, time: 29.5605
Epoch: 30, train_l: 50.6046, train_a: 0.5555, val_l: 34.6681, val_a: 1.0000, time: 29.6217
