Epoch: 1, train_l: 28.0412, train_a: 0.6727, val_l: 28.1448, val_a: 0.6757, time: 23.3022
Epoch: 2, train_l: 28.0725, train_a: 0.6733, val_l: 28.1277, val_a: 0.6783, time: 23.0590
Epoch: 3, train_l: 28.0410, train_a: 0.6745, val_l: 28.1004, val_a: 0.6750, time: 23.0539
Epoch: 4, train_l: 28.0145, train_a: 0.6747, val_l: 28.0811, val_a: 0.6783, time: 23.1613
Epoch: 5, train_l: 28.0160, train_a: 0.6727, val_l: 28.0664, val_a: 0.6813, time: 23.0063
Epoch: 6, train_l: 28.0101, train_a: 0.6762, val_l: 28.0528, val_a: 0.6760, time: 22.9659
Epoch: 7, train_l: 27.9944, train_a: 0.6746, val_l: 28.0400, val_a: 0.6787, time: 23.5432
Epoch: 8, train_l: 27.9908, train_a: 0.6733, val_l: 28.0121, val_a: 0.6790, time: 23.5280
Epoch: 9, train_l: 27.9647, train_a: 0.6764, val_l: 27.9957, val_a: 0.6807, time: 22.9293
Epoch: 10, train_l: 27.9612, train_a: 0.6740, val_l: 27.9838, val_a: 0.6803, time: 23.0285
Epoch: 11, train_l: 27.9128, train_a: 0.6750, val_l: 27.9629, val_a: 0.6810, time: 24.7727
Epoch: 12, train_l: 27.8855, train_a: 0.6739, val_l: 27.9517, val_a: 0.6797, time: 23.8606
Epoch: 13, train_l: 27.9491, train_a: 0.6740, val_l: 27.9333, val_a: 0.6770, time: 23.6636
Epoch: 14, train_l: 27.9533, train_a: 0.6751, val_l: 27.9251, val_a: 0.6810, time: 23.8360
Epoch: 15, train_l: 27.9118, train_a: 0.6724, val_l: 27.9122, val_a: 0.6787, time: 24.1960
Epoch: 16, train_l: 27.8886, train_a: 0.6738, val_l: 27.8963, val_a: 0.6830, time: 23.8482
Epoch: 17, train_l: 27.8961, train_a: 0.6766, val_l: 27.8800, val_a: 0.6810, time: 23.6414
Epoch: 18, train_l: 27.8609, train_a: 0.6764, val_l: 27.8557, val_a: 0.6783, time: 23.6556
Epoch: 19, train_l: 27.8773, train_a: 0.6761, val_l: 27.8445, val_a: 0.6827, time: 23.6479
Epoch: 20, train_l: 27.8513, train_a: 0.6763, val_l: 27.8269, val_a: 0.6803, time: 23.8846
Epoch: 21, train_l: 27.8507, train_a: 0.6739, val_l: 27.8188, val_a: 0.6817, time: 23.5403
Epoch: 22, train_l: 27.8782, train_a: 0.6748, val_l: 27.8073, val_a: 0.6807, time: 23.8198
Epoch: 23, train_l: 27.8190, train_a: 0.6772, val_l: 27.7936, val_a: 0.6830, time: 23.9656
Epoch: 24, train_l: 27.8363, train_a: 0.6750, val_l: 27.7756, val_a: 0.6793, time: 23.9830
Epoch: 25, train_l: 27.7585, train_a: 0.6746, val_l: 27.7691, val_a: 0.6803, time: 23.6853
Epoch: 26, train_l: 27.7861, train_a: 0.6785, val_l: 27.7566, val_a: 0.6817, time: 24.0190
Epoch: 27, train_l: 27.8515, train_a: 0.6771, val_l: 27.7446, val_a: 0.6823, time: 22.9297
Epoch: 28, train_l: 27.7341, train_a: 0.6773, val_l: 27.7230, val_a: 0.6793, time: 23.1336
Epoch: 29, train_l: 27.7995, train_a: 0.6747, val_l: 27.7092, val_a: 0.6820, time: 22.8614
Epoch: 30, train_l: 27.7488, train_a: 0.6767, val_l: 27.7050, val_a: 0.6817, time: 22.9272
